"codibge","Município","2012","2013","2014","2015","2016","2017","2018"
"2505907","Emas (PB)","20344","24171","25736","26747","29130","32011","33737"
"2506004","Esperança (PB)","293577","311401","353185","372235","403293","408056","407092"
"2506103","Fagundes (PB)","60375","74895","81847","88812","87853","87471","93065"
"2506202","Frei Martinho (PB)","17087","19623","22456","24891","25550","26563","28720"
"2506251","Gado Bravo (PB)","39515","46492","50649","54428","57776","64867","64762"
"2506301","Guarabira (PB)","616472","633402","788502","849477","939091","947355","970276"
"2506400","Gurinhém (PB)","87332","102948","110006","122931","131729","134905","133572"
"2506509","Gurjão (PB)","20434","21837","24983","28064","30001","30537","31634"
"2506608","Ibiara (PB)","28405","34777","39958","42306","46043","47407","48887"
"2506707","Imaculada (PB)","53376","58807","65665","68615","72767","75523","76819"
"2506806","Ingá (PB)","105238","115034","128870","136002","152155","155991","166955"
"2506905","Itabaiana (PB)","171714","198345","230065","246052","257999","273668","289848"
"2507002","Itaporanga (PB)","178628","194583","222999","236871","251096","273904","282114"
"2507101","Itapororoca (PB)","113244","122916","133095","150356","164815","172236","173818"
"2507200","Itatuba (PB)","65368","75844","84549","87737","95887","105331","111537"
"2507309","Jacaraú (PB)","76710","95730","102743","110423","123887","120942","126582"
"2507408","Jericó (PB)","44482","46798","53493","55986","58812","62623","64858"
"2507507","João Pessoa (PB)","14012192","15002609","17449530","18272539","18740050","19740717","20036726"
"2507606","Juarez Távora (PB)","37295","44646","50273","53604","57166","63093","63017"
"2507705","Juazeirinho (PB)","94931","106043","125298","134455","144780","154338","175414"
"2507804","Junco do Seridó (PB)","42172","46646","55937","61437","70293","65187","70426"
"2507903","Juripiranga (PB)","66959","76287","84177","87344","99283","99769","98368"
"2508000","Juru (PB)","45520","54129","59294","63812","70983","74008","73809"
"2508109","Lagoa (PB)","24351","26305","29471","31651","33479","37793","38044"
"2508208","Lagoa de Dentro (PB)","44957","50628","56547","61862","66586","71622","73109"
"2508307","Lagoa Seca (PB)","182447","199181","211374","235748","253019","259417","274186"
"2508406","Lastro (PB)","17723","18525","19539","22157","23658","26081","26315"
"2508505","Livramento (PB)","34668","38878","44574","48474","53340","57242","57138"
"2508554","Logradouro (PB)","20647","26344","28072","30696","33848","37488","40346"
"2508604","Lucena (PB)","110944","133910","191140","197746","187654","187693","193951"
"2508703","Mãe d'Água (PB)","21307","23559","26025","27818","29862","31494","32628"
"2508802","Malta (PB)","31184","35626","39534","43765","47490","49597","54625"
"2508901","Mamanguape (PB)","428006","418411","478736","541738","612304","625220","642501"
"2509008","Manaíra (PB)","47772","51670","59670","63511","71330","72421","76193"
"2509057","Marcação (PB)","54136","60785","67945","68842","75622","72367","76723"
"2509107","Mari (PB)","119356","133719","150518","169687","193933","191180","202377"
"2509156","Marizópolis (PB)","33025","35145","42540","46773","52579","61344","62850"
"2509206","Massaranduba (PB)","64472","81134","92285","95669","96484","102104","108132"
"2509305","Mataraca (PB)","174341","170882","190875","202314","237382","185237","228806"
"2509339","Matinhas (PB)","28040","39615","41586","42380","43572","41686","46903"
"2509370","Mato Grosso (PB)","14962","16537","19816","20541","22234","25504","25991"
"2509396","Maturéia (PB)","31793","36470","42476","43354","47200","50512","51585"
"2509404","Mogeiro (PB)","71203","90098","99475","108240","115156","129981","128646"
"2509503","Montadas (PB)","25871","30501","41644","71070","61490","61437","46929"
"2509602","Monte Horebe (PB)","24551","26885","31851","31514","33482","36881","36570"
"2509701","Monteiro (PB)","240978","285995","343654","406205","449303","495876","527478"
"2509800","Mulungu (PB)","52206","62193","63467","64877","68281","76930","76618"
"2509909","Natuba (PB)","52715","62873","67837","67389","76857","80816","82009"
"2510006","Nazarezinho (PB)","39181","43170","47861","50592","54151","57529","58316"
"2510105","Nova Floresta (PB)","57156","63433","69971","76349","79904","82903","85469"
"2510204","Nova Olinda (PB)","31210","33876","38372","41339","42925","47954","48938"
"2510303","Nova Palmeira (PB)","25073","29213","32157","36613","38786","39415","41930"
"2510402","Olho d'Água (PB)","35756","38181","42681","46241","50359","56662","54481"
"2510501","Olivedos (PB)","21755","23490","26287","29113","32149","35220","36845"
"2510600","Ouro Velho (PB)","18413","20897","24140","27337","29682","31212","30895"
"2510659","Parari (PB)","12792","13813","15171","16128","17443","18614","18885"
"2510709","Passagem (PB)","15690","17704","20985","21782","25106","24339","23512"
"2510808","Patos (PB)","1040765","1155462","1337497","1460231","1546309","1712176","1734012"
"2510907","Paulista (PB)","71770","78216","90873","100669","106536","119574","133604"
"2511004","Pedra Branca (PB)","21174","24036","28184","29594","30381","32502","31035"
"2511103","Pedra Lavrada (PB)","51184","55617","62331","68330","75523","68826","71675"
"2511202","Pedras de Fogo (PB)","328581","375679","444201","400927","446402","425426","418473"
"2511301","Piancó (PB)","105025","128813","153791","163366","168131","179588","179253"
"2511400","Picuí (PB)","114694","127535","145165","156286","163756","176531","183348"
"2511509","Pilar (PB)","59566","67576","73603","78965","85903","92900","97467"
"2511608","Pilões (PB)","44260","49226","51742","57738","60232","87417","76471"
"2511707","Pilõezinhos (PB)","29700","34493","34340","40509","43152","43675","47313"
"2511806","Pirpirituba (PB)","55130","60570","67803","73251","79994","85036","87962"
"2511905","Pitimbu (PB)","111908","128122","137224","187435","275180","265290","256245"
"2512002","Pocinhos (PB)","154307","180139","183570","208228","222637","233676","232009"
"2512036","Poço Dantas (PB)","20116","23264","25408","27095","29548","33453","34469"
"2512077","Poço de José de Moura (PB)","26337","28220","32459","36158","37688","40622","41876"
"2512101","Pombal (PB)","240838","267532","308302","342079","367268","381280","395727"
"2512200","Prata (PB)","28098","32149","33432","41608","43735","49194","52948"
"2512309","Princesa Isabel (PB)","130126","152355","173396","182923","216491","212930","227973"
"2512408","Puxinanã (PB)","62774","76427","82783","89526","89957","97324","103660"
"2512507","Queimadas (PB)","304291","363123","388277","411067","439633","465675","484736"
"2512606","Quixaba (PB)","12603","14162","16100","18138","19473","22352","22671"
"2512705","Remígio (PB)","108627","127085","138198","151754","150727","168974","167879"
"2512721","Pedro Régis (PB)","31363","36742","39083","42546","46414","46843","48287"
"2512747","Riachão (PB)","19400","21738","24179","26466","28783","30886","31944"
"2512754","Riachão do Bacamarte (PB)","25331","29349","33471","36941","39014","40960","42450"
"2512762","Riachão do Poço (PB)","25673","30350","34041","38284","40773","43856","45268"
"2512788","Riacho de Santo Antônio (PB)","13332","15609","18130","18912","20134","21693","24955"
"2512804","Riacho dos Cavalos (PB)","43171","48987","57771","62067","67260","70509","73373"
"2512903","Rio Tinto (PB)","175004","191865","225627","227969","259650","238589","244817"
"2513000","Salgadinho (PB)","16982","20238","21921","23677","25154","25439","26953"
"2513109","Salgado de São Félix (PB)","62623","72091","77717","97670","118210","111521","125763"
"2513158","Santa Cecília (PB)","35116","39794","46848","45519","48954","53031","53412"
"2513208","Santa Cruz (PB)","38249","38449","42643","45716","50224","55394","54751"
"2513307","Santa Helena (PB)","32353","35602","38491","43120","46992","49397","51989"
"2513356","Santa Inês (PB)","18572","21613","24078","25530","26943","29071","29647"
"2513406","Santa Luzia (PB)","113323","128866","148547","165722","172023","198367","233121"
"2513505","Santana de Mangueira (PB)","27766","32095","35852","37265","37235","40149","42361"
"2513604","Santana dos Garrotes (PB)","38023","42842","46800","48859","50482","53616","55804"
"2513653","Joca Claudino (PB)","16221","17718","20231","22376","24267","26687","27410"
"2513703","Santa Rita (PB)","1677504","1905403","2077897","2181514","2181519","2222754","2389674"
"2513802","Santa Teresinha (PB)","27660","32301","34481","37788","45926","44622","44086"
"2513851","Santo André (PB)","17463","19624","19685","21475","22350","24161","25625"
"2513901","São Bento (PB)","229527","257640","308468","344960","389080","425782","437512"
"2513927","São Bentinho (PB)","25181","30198","32581","37327","41397","40297","46429"
"2513943","São Domingos do Cariri (PB)","14844","16421","18630","20790","22244","23775","23956"
"2513968","São Domingos (PB)","16281","18875","21317","22991","25546","28149","28972"
"2513984","São Francisco (PB)","20772","22814","26003","27433","30209","31962","34224"
"2514008","São João do Cariri (PB)","28850","32220","35782","38718","41349","42852","44753"
"2514107","São João do Tigre (PB)","21773","22372","25016","28039","30874","34027","35052"
"2514206","São José da Lagoa Tapada (PB)","41045","43384","48769","52186","55010","57795","59090"
"2514305","São José de Caiana (PB)","29658","32737","36849","38446","40107","46278","47335"
"2514404","São José de Espinharas (PB)","29911","32194","39350","36891","61186","48505","47347"
"2514453","São José dos Ramos (PB)","26364","33882","38169","40723","44372","46981","47540"
"2514503","São José de Piranhas (PB)","122024","134426","165820","181675","174738","175932","191956"
"2514552","São José de Princesa (PB)","19367","21305","23158","24531","27295","29101","29477"
"2514602","São José do Bonfim (PB)","16688","17444","19781","20717","24302","27324","28851"
"2514651","São José do Brejo do Cruz (PB)","13987","13624","16035","17205","19488","23009","23734"
"2514701","São José do Sabugi (PB)","26684","30767","34872","37438","41914","59405","115455"
"2514800","São José dos Cordeiros (PB)","18862","20160","21875","23831","26523","28623","31001"
"2514909","São Mamede (PB)","49294","58265","60136","61320","67173","69263","70750"
"2515005","São Miguel de Taipu (PB)","37760","44435","48559","51818","57915","62373","65196"
"2515104","São Sebastião de Lagoa de Roça (PB)","55785","65282","69751","76273","80012","86631","94823"
"2515203","São Sebastião do Umbuzeiro (PB)","17937","20720","23329","25496","31263","31038","32623"
"2515302","Sapé (PB)","431249","401686","467731","514699","554078","529919","556833"
"2515401","São Vicente do Seridó (PB)","44813","51590","56351","59333","63150","68137","72893"
"2515500","Serra Branca (PB)","79092","87013","103129","110256","113661","117769","125847"
"2515609","Serra da Raiz (PB)","19844","22876","25369","27197","29705","31487","32369"
"2515708","Serra Grande (PB)","29323","34833","39671","42864","43358","48355","27973"
"2515807","Serra Redonda (PB)","40262","45317","49767","50219","53132","59669","60269"
"2515906","Serraria (PB)","50017","56227","47093","52416","54679","58897","57485"
"2515930","Sertãozinho (PB)","30594","34142","36517","39767","42350","46042","47630"
"2515971","Sobrado (PB)","49688","58667","66499","70936","78110","86885","88726"
"2516003","Solânea (PB)","170631","188960","219294","236332","255875","264121","286014"
"2516102","Soledade (PB)","111822","127617","143022","164697","167746","170487","167200"
"2516151","Sossêgo (PB)","20392","21998","24919","26830","29387","31231","32793"
"2516201","Sousa (PB)","739932","809282","925559","974279","1048494","1085629","1121492"
"2516300","Sumé (PB)","105637","118267","128449","159782","160217","174663","175201"
"2516409","Tacima (PB)","49146","56380","63884","66818","72472","74792","77152"
"2516508","Taperoá (PB)","84346","93722","104347","110566","114258","123155","122874"
"2516607","Tavares (PB)","70645","80229","92079","98678","108410","108713","115588"
"2516706","Teixeira (PB)","93642","103795","113479","116521","127942","135528","138275"
"2516755","Tenório (PB)","21014","22331","23845","25396","27527","28110","28325"
"2516805","Triunfo (PB)","49192","54277","59311","65731","73074","74713","73743"
"2516904","Uiraúna (PB)","105395","114232","134146","141785","156625","162924","166901"
"2517001","Umbuzeiro (PB)","53502","57995","63156","66493","69533","72567","74467"
"2517100","Várzea (PB)","20408","22731","24743","27336","27175","29715","30263"
"2517209","Vieirópolis (PB)","25834","29529","32399","35705","38293","41396","42031"
"2517407","Zabelê (PB)","12494","13258","14827","18479","19572","22411","23862"
"2600054","Abreu e Lima (PE)","1113557","1220149","1344884","1333651","1416084","2003007","1725530"
"2600104","Afogados da Ingazeira (PE)","278970","329764","385724","365497","385412","405079","436177"
"2600203","Afrânio (PE)","108331","123723","133466","143591","150207","166121","165585"
