"mun";"year";"transfer";"fpm";"codibge";"siafi"
"Jacaré dos Homens";"2014";"FPM";"5886103,32";"2703403";"2767"
"Jacaré dos Homens";"2015";"FPM";"6285824,26";"2703403";"2767"
"Jacaré dos Homens";"2016";"FPM";"7318896,32";"2703403";"2767"
"Jacaré dos Homens";"2017";"FPM";"7086447,83";"2703403";"2767"
"Jacaré dos Homens";"2018";"FPM";"7589955,76";"2703403";"2767"
"Jacuípe";"2012";"FPM";"5173980,00";"2703502";"2769"
"Jacuípe";"2013";"FPM";"5560553,63";"2703502";"2769"
"Jacuípe";"2014";"FPM";"5886103,32";"2703502";"2769"
"Jacuípe";"2015";"FPM";"6285824,26";"2703502";"2769"
"Jacuípe";"2016";"FPM";"7318896,32";"2703502";"2769"
"Jacuípe";"2017";"FPM";"7086447,83";"2703502";"2769"
"Jacuípe";"2018";"FPM";"7589955,76";"2703502";"2769"
"Japaratinga";"2012";"FPM";"5173980,00";"2703601";"2771"
"Japaratinga";"2013";"FPM";"5560553,63";"2703601";"2771"
"Japaratinga";"2014";"FPM";"5886103,32";"2703601";"2771"
"Japaratinga";"2015";"FPM";"6285824,26";"2703601";"2771"
"Japaratinga";"2016";"FPM";"7318896,32";"2703601";"2771"
"Japaratinga";"2017";"FPM";"7086447,83";"2703601";"2771"
"Japaratinga";"2018";"FPM";"7589955,76";"2703601";"2771"
"Jaramataia";"2012";"FPM";"5173980,00";"2703700";"2773"
"Jaramataia";"2013";"FPM";"5560553,63";"2703700";"2773"
"Jaramataia";"2014";"FPM";"5886103,32";"2703700";"2773"
"Jaramataia";"2015";"FPM";"6285824,26";"2703700";"2773"
"Jaramataia";"2016";"FPM";"7318896,32";"2703700";"2773"
"Jaramataia";"2017";"FPM";"7086447,83";"2703700";"2773"
"Jaramataia";"2018";"FPM";"7589955,76";"2703700";"2773"
"Jequiá da Praia";"2012";"FPM";"6898639,46";"2703759";"562"
"Jequiá da Praia";"2013";"FPM";"7414070,44";"2703759";"562"
"Jequiá da Praia";"2014";"FPM";"7848137,69";"2703759";"562"
"Jequiá da Praia";"2015";"FPM";"8381098,37";"2703759";"562"
"Jequiá da Praia";"2016";"FPM";"9758526,95";"2703759";"562"
"Jequiá da Praia";"2017";"FPM";"9448598,10";"2703759";"562"
"Jequiá da Praia";"2018";"FPM";"10119940,51";"2703759";"562"
"Joaquim Gomes";"2012";"FPM";"10347959,68";"2703809";"2775"
"Joaquim Gomes";"2013";"FPM";"11121107,12";"2703809";"2775"
"Joaquim Gomes";"2014";"FPM";"13734240,68";"2703809";"2775"
"Joaquim Gomes";"2015";"FPM";"14666922,78";"2703809";"2775"
"Joaquim Gomes";"2016";"FPM";"17077424,30";"2703809";"2775"
"Joaquim Gomes";"2017";"FPM";"16535044,56";"2703809";"2775"
"Joaquim Gomes";"2018";"FPM";"17709896,41";"2703809";"2775"
"Jundiá";"2012";"FPM";"5173980,00";"2703908";"2777"
"Jundiá";"2013";"FPM";"5560553,63";"2703908";"2777"
"Jundiá";"2014";"FPM";"5886103,32";"2703908";"2777"
"Jundiá";"2015";"FPM";"6285824,26";"2703908";"2777"
"Jundiá";"2016";"FPM";"7318896,32";"2703908";"2777"
"Jundiá";"2017";"FPM";"7086447,83";"2703908";"2777"
"Jundiá";"2018";"FPM";"7589955,76";"2703908";"2777"
"Junqueiro";"2012";"FPM";"12072619,59";"2704005";"2779"
"Junqueiro";"2013";"FPM";"12974624,90";"2704005";"2779"
"Junqueiro";"2014";"FPM";"13734240,68";"2704005";"2779"
"Junqueiro";"2015";"FPM";"14666922,78";"2704005";"2779"
"Junqueiro";"2016";"FPM";"17077424,30";"2704005";"2779"
"Junqueiro";"2017";"FPM";"16535044,56";"2704005";"2779"
"Junqueiro";"2018";"FPM";"17709896,41";"2704005";"2779"
"Lagoa da Canoa";"2012";"FPM";"10347959,68";"2704104";"2781"
"Lagoa da Canoa";"2013";"FPM";"11121107,12";"2704104";"2781"
"Lagoa da Canoa";"2014";"FPM";"11772206,35";"2704104";"2781"
"Lagoa da Canoa";"2015";"FPM";"12571648,14";"2704104";"2781"
"Lagoa da Canoa";"2016";"FPM";"14637792,34";"2704104";"2781"
"Lagoa da Canoa";"2017";"FPM";"14172895,37";"2704104";"2781"
"Lagoa da Canoa";"2018";"FPM";"15179911,24";"2704104";"2781"
"Limoeiro de Anadia";"2012";"FPM";"12072619,59";"2704203";"2783"
"Limoeiro de Anadia";"2013";"FPM";"12974624,90";"2704203";"2783"
"Limoeiro de Anadia";"2014";"FPM";"13734240,68";"2704203";"2783"
"Limoeiro de Anadia";"2015";"FPM";"14666922,78";"2704203";"2783"
"Limoeiro de Anadia";"2016";"FPM";"17077424,30";"2704203";"2783"
"Limoeiro de Anadia";"2017";"FPM";"16535044,56";"2704203";"2783"
"Limoeiro de Anadia";"2018";"FPM";"17709896,41";"2704203";"2783"
"Maceió";"2012";"FPM";"287535951,44";"2704302";"2785"
"Maceió";"2013";"FPM";"307981932,44";"2704302";"2785"
"Maceió";"2014";"FPM";"340686983,33";"2704302";"2785"
"Maceió";"2015";"FPM";"361058799,99";"2704302";"2785"
"Maceió";"2016";"FPM";"423256056,38";"2704302";"2785"
"Maceió";"2017";"FPM";"416852509,53";"2704302";"2785"
"Maceió";"2018";"FPM";"357649736,63";"2704302";"2785"
"Major Izidoro";"2012";"FPM";"10347959,68";"2704401";"2787"
"Major Izidoro";"2013";"FPM";"11121107,12";"2704401";"2787"
"Major Izidoro";"2014";"FPM";"11772206,35";"2704401";"2787"
"Major Izidoro";"2015";"FPM";"12571648,14";"2704401";"2787"
"Major Izidoro";"2016";"FPM";"14637792,34";"2704401";"2787"
"Major Izidoro";"2017";"FPM";"14172895,37";"2704401";"2787"
"Major Izidoro";"2018";"FPM";"15179911,24";"2704401";"2787"
"Mar Vermelho";"2012";"FPM";"5173980,00";"2704906";"2797"
"Mar Vermelho";"2013";"FPM";"5560553,63";"2704906";"2797"
"Mar Vermelho";"2014";"FPM";"5886103,32";"2704906";"2797"
"Mar Vermelho";"2015";"FPM";"6285824,26";"2704906";"2797"
"Mar Vermelho";"2016";"FPM";"7318896,32";"2704906";"2797"
"Mar Vermelho";"2017";"FPM";"7086447,83";"2704906";"2797"
"Mar Vermelho";"2018";"FPM";"7589955,76";"2704906";"2797"
"Maragogi";"2012";"FPM";"12072619,59";"2704500";"2789"
"Maragogi";"2013";"FPM";"12974624,90";"2704500";"2789"
"Maragogi";"2014";"FPM";"15696275,04";"2704500";"2789"
"Maragogi";"2015";"FPM";"16762197,36";"2704500";"2789"
"Maragogi";"2016";"FPM";"19517056,30";"2704500";"2789"
"Maragogi";"2017";"FPM";"18897193,73";"2704500";"2789"
"Maragogi";"2018";"FPM";"20239881,58";"2704500";"2789"
"Maravilha";"2012";"FPM";"5447017,54";"2704609";"2791"
"Maravilha";"2013";"FPM";"5560553,63";"2704609";"2791"
"Maravilha";"2014";"FPM";"5886103,32";"2704609";"2791"
"Maravilha";"2015";"FPM";"6285824,26";"2704609";"2791"
"Maravilha";"2016";"FPM";"7318896,32";"2704609";"2791"
"Maravilha";"2017";"FPM";"7086447,83";"2704609";"2791"
"Maravilha";"2018";"FPM";"7589955,76";"2704609";"2791"
"Marechal Deodoro";"2012";"FPM";"17246599,27";"2704708";"2793"
"Marechal Deodoro";"2013";"FPM";"18535178,34";"2704708";"2793"
"Marechal Deodoro";"2014";"FPM";"19620343,76";"2704708";"2793"
"Marechal Deodoro";"2015";"FPM";"20952746,64";"2704708";"2793"
"Marechal Deodoro";"2016";"FPM";"26835952,26";"2704708";"2793"
"Marechal Deodoro";"2017";"FPM";"25983641,27";"2704708";"2793"
"Marechal Deodoro";"2018";"FPM";"27829837,04";"2704708";"2793"
"Maribondo";"2012";"FPM";"6898639,92";"2704807";"2795"
"Maribondo";"2013";"FPM";"7414071,55";"2704807";"2795"
"Maribondo";"2014";"FPM";"9810172,04";"2704807";"2795"
"Maribondo";"2015";"FPM";"10476373,48";"2704807";"2795"
"Maribondo";"2016";"FPM";"12198160,36";"2704807";"2795"
"Maribondo";"2017";"FPM";"11810746,13";"2704807";"2795"
"Maribondo";"2018";"FPM";"10119940,96";"2704807";"2795"
"Mata Grande";"2012";"FPM";"12072619,59";"2705002";"2799"
"Mata Grande";"2013";"FPM";"12974624,90";"2705002";"2799"
"Mata Grande";"2014";"FPM";"13734240,68";"2705002";"2799"
"Mata Grande";"2015";"FPM";"14666922,78";"2705002";"2799"
"Mata Grande";"2016";"FPM";"17077424,30";"2705002";"2799"
"Mata Grande";"2017";"FPM";"16535044,56";"2705002";"2799"
"Mata Grande";"2018";"FPM";"17709896,41";"2705002";"2799"
"Matriz de Camaragibe";"2012";"FPM";"10347959,68";"2705101";"2801"
"Matriz de Camaragibe";"2013";"FPM";"11121107,12";"2705101";"2801"
"Matriz de Camaragibe";"2014";"FPM";"13734240,68";"2705101";"2801"
"Matriz de Camaragibe";"2015";"FPM";"14666922,78";"2705101";"2801"
"Matriz de Camaragibe";"2016";"FPM";"17077424,30";"2705101";"2801"
"Matriz de Camaragibe";"2017";"FPM";"16535044,56";"2705101";"2801"
"Matriz de Camaragibe";"2018";"FPM";"17709896,41";"2705101";"2801"
"Messias";"2012";"FPM";"8623299,86";"2705200";"2803"
"Messias";"2013";"FPM";"9267589,32";"2705200";"2803"
"Messias";"2014";"FPM";"11772206,35";"2705200";"2803"
"Messias";"2015";"FPM";"12571648,14";"2705200";"2803"
"Messias";"2016";"FPM";"14637792,34";"2705200";"2803"
"Messias";"2017";"FPM";"14172895,37";"2705200";"2803"
"Messias";"2018";"FPM";"15179911,24";"2705200";"2803"
"Minador do Negrão";"2012";"FPM";"5173980,00";"2705309";"2805"
"Minador do Negrão";"2013";"FPM";"5560553,63";"2705309";"2805"
"Minador do Negrão";"2014";"FPM";"5886103,32";"2705309";"2805"
"Minador do Negrão";"2015";"FPM";"6285824,26";"2705309";"2805"
"Minador do Negrão";"2016";"FPM";"7318896,32";"2705309";"2805"
"Minador do Negrão";"2017";"FPM";"7086447,83";"2705309";"2805"
"Minador do Negrão";"2018";"FPM";"7589955,76";"2705309";"2805"
"Monteirópolis";"2012";"FPM";"5173980,00";"2705408";"2807"
"Monteirópolis";"2013";"FPM";"5560553,63";"2705408";"2807"
"Monteirópolis";"2014";"FPM";"5886103,32";"2705408";"2807"
"Monteirópolis";"2015";"FPM";"6285824,26";"2705408";"2807"
"Monteirópolis";"2016";"FPM";"7318896,32";"2705408";"2807"
"Monteirópolis";"2017";"FPM";"7086447,83";"2705408";"2807"
"Monteirópolis";"2018";"FPM";"7589955,76";"2705408";"2807"
"Murici";"2012";"FPM";"12072619,59";"2705507";"2809"
"Murici";"2013";"FPM";"12974624,90";"2705507";"2809"
"Murici";"2014";"FPM";"13734240,68";"2705507";"2809"
"Murici";"2015";"FPM";"14666922,78";"2705507";"2809"
"Murici";"2016";"FPM";"17077424,30";"2705507";"2809"
"Murici";"2017";"FPM";"16535044,56";"2705507";"2809"
"Murici";"2018";"FPM";"17709896,41";"2705507";"2809"
"Novo Lino";"2012";"FPM";"6898639,92";"2705606";"2811"
"Novo Lino";"2013";"FPM";"7414071,55";"2705606";"2811"
"Novo Lino";"2014";"FPM";"7848137,63";"2705606";"2811"
"Novo Lino";"2015";"FPM";"8381098,81";"2705606";"2811"
"Novo Lino";"2016";"FPM";"9758528,36";"2705606";"2811"
"Novo Lino";"2017";"FPM";"9448597,00";"2705606";"2811"
"Novo Lino";"2018";"FPM";"10119940,96";"2705606";"2811"
"Olho D Água das Flores";"2012";"FPM";"10347959,68";"2705705";"2813"
"Olho D Água das Flores";"2013";"FPM";"11121107,12";"2705705";"2813"
"Olho D Água das Flores";"2014";"FPM";"11772206,35";"2705705";"2813"
"Olho D Água das Flores";"2015";"FPM";"12571648,14";"2705705";"2813"
"Olho D Água das Flores";"2016";"FPM";"14637792,34";"2705705";"2813"
"Olho D Água das Flores";"2017";"FPM";"14172895,37";"2705705";"2813"
"Olho D Água das Flores";"2018";"FPM";"15179911,24";"2705705";"2813"
"Olho D Água do Casado";"2012";"FPM";"5173980,00";"2705804";"2815"
"Olho D Água do Casado";"2013";"FPM";"5560553,63";"2705804";"2815"
"Olho D Água do Casado";"2014";"FPM";"5886103,32";"2705804";"2815"
"Olho D Água do Casado";"2015";"FPM";"6285824,26";"2705804";"2815"
"Olho D Água do Casado";"2016";"FPM";"7318896,32";"2705804";"2815"
"Olho D Água do Casado";"2017";"FPM";"7086447,83";"2705804";"2815"
"Olho D Água do Casado";"2018";"FPM";"7589955,76";"2705804";"2815"
"Olho D Água Grande";"2012";"FPM";"5173980,00";"2705903";"2817"
"Olho D Água Grande";"2013";"FPM";"5560553,63";"2705903";"2817"
"Olho D Água Grande";"2014";"FPM";"5886103,32";"2705903";"2817"
"Olho D Água Grande";"2015";"FPM";"6285824,26";"2705903";"2817"
"Olho D Água Grande";"2016";"FPM";"7318896,32";"2705903";"2817"
"Olho D Água Grande";"2017";"FPM";"7086447,83";"2705903";"2817"
"Olho D Água Grande";"2018";"FPM";"7589955,76";"2705903";"2817"
"Olivença";"2012";"FPM";"6898639,92";"2706000";"2819"
"Olivença";"2013";"FPM";"7414071,55";"2706000";"2819"
"Olivença";"2014";"FPM";"7848137,63";"2706000";"2819"
"Olivença";"2015";"FPM";"8381098,81";"2706000";"2819"
"Olivença";"2016";"FPM";"9758528,36";"2706000";"2819"
"Olivença";"2017";"FPM";"9448597,00";"2706000";"2819"
"Olivença";"2018";"FPM";"10119940,96";"2706000";"2819"
"Ouro Branco";"2012";"FPM";"6898639,92";"2706109";"2821"
"Ouro Branco";"2013";"FPM";"7414071,55";"2706109";"2821"
"Ouro Branco";"2014";"FPM";"7848137,63";"2706109";"2821"
"Ouro Branco";"2015";"FPM";"8381098,81";"2706109";"2821"
"Ouro Branco";"2016";"FPM";"9758528,36";"2706109";"2821"
"Ouro Branco";"2017";"FPM";"9448597,00";"2706109";"2821"
"Ouro Branco";"2018";"FPM";"10119940,96";"2706109";"2821"
"Palestina";"2012";"FPM";"5173980,00";"2706208";"2823"
"Palestina";"2013";"FPM";"5560553,63";"2706208";"2823"
"Palestina";"2014";"FPM";"5886103,32";"2706208";"2823"
"Palestina";"2015";"FPM";"6285824,26";"2706208";"2823"
"Palestina";"2016";"FPM";"7318896,32";"2706208";"2823"
"Palestina";"2017";"FPM";"7086447,83";"2706208";"2823"
"Palestina";"2018";"FPM";"7589955,76";"2706208";"2823"
"Palmeira dos Índios";"2012";"FPM";"20695919,10";"2706307";"2825"
"Palmeira dos Índios";"2013";"FPM";"22242213,91";"2706307";"2825"
"Palmeira dos Índios";"2014";"FPM";"25506446,68";"2706307";"2825"
"Palmeira dos Índios";"2015";"FPM";"27238570,52";"2706307";"2825"
"Palmeira dos Índios";"2016";"FPM";"31715216,33";"2706307";"2825"
"Palmeira dos Índios";"2017";"FPM";"30707939,59";"2706307";"2825"
"Palmeira dos Índios";"2018";"FPM";"32889807,41";"2706307";"2825"
"Pão de Açúcar";"2012";"FPM";"11361971,06";"2706406";"2827"
"Pão de Açúcar";"2013";"FPM";"11386586,10";"2706406";"2827"
"Pão de Açúcar";"2014";"FPM";"13734240,68";"2706406";"2827"
"Pão de Açúcar";"2015";"FPM";"14666922,78";"2706406";"2827"
"Pão de Açúcar";"2016";"FPM";"17077424,30";"2706406";"2827"
"Pão de Açúcar";"2017";"FPM";"16535044,56";"2706406";"2827"
"Pão de Açúcar";"2018";"FPM";"17709896,41";"2706406";"2827"
"Pariconha";"2012";"FPM";"6898639,92";"2706422";"2645"
"Pariconha";"2013";"FPM";"7414071,55";"2706422";"2645"
"Pariconha";"2014";"FPM";"7848137,63";"2706422";"2645"
"Pariconha";"2015";"FPM";"8381098,81";"2706422";"2645"
"Pariconha";"2016";"FPM";"9758528,36";"2706422";"2645"
"Pariconha";"2017";"FPM";"9448597,00";"2706422";"2645"
"Pariconha";"2018";"FPM";"10119940,96";"2706422";"2645"
"Paripueira";"2012";"FPM";"6898639,92";"2706448";"2641"
"Paripueira";"2013";"FPM";"7414071,55";"2706448";"2641"
"Paripueira";"2014";"FPM";"7848137,63";"2706448";"2641"
"Paripueira";"2015";"FPM";"8381098,81";"2706448";"2641"
"Paripueira";"2016";"FPM";"9758528,36";"2706448";"2641"
"Paripueira";"2017";"FPM";"9448597,00";"2706448";"2641"
"Paripueira";"2018";"FPM";"10119940,96";"2706448";"2641"
"Passo de Camaragibe";"2012";"FPM";"8623299,86";"2706505";"2829"
"Passo de Camaragibe";"2013";"FPM";"9267589,32";"2706505";"2829"
"Passo de Camaragibe";"2014";"FPM";"9810172,04";"2706505";"2829"
"Passo de Camaragibe";"2015";"FPM";"10476373,48";"2706505";"2829"
"Passo de Camaragibe";"2016";"FPM";"12198160,36";"2706505";"2829"
"Passo de Camaragibe";"2017";"FPM";"11810746,13";"2706505";"2829"
"Passo de Camaragibe";"2018";"FPM";"12649926,08";"2706505";"2829"
"Paulo Jacinto";"2012";"FPM";"5173980,00";"2706604";"2831"
"Paulo Jacinto";"2013";"FPM";"5560553,63";"2706604";"2831"
"Paulo Jacinto";"2014";"FPM";"5886103,32";"2706604";"2831"
"Paulo Jacinto";"2015";"FPM";"6285824,26";"2706604";"2831"
"Paulo Jacinto";"2016";"FPM";"7318896,32";"2706604";"2831"
"Paulo Jacinto";"2017";"FPM";"7086447,83";"2706604";"2831"
"Paulo Jacinto";"2018";"FPM";"7589955,76";"2706604";"2831"
"Penedo";"2012";"FPM";"18971259,18";"2706703";"2833"
"Penedo";"2013";"FPM";"20388696,13";"2706703";"2833"
"Penedo";"2014";"FPM";"23544412,37";"2706703";"2833"
"Penedo";"2015";"FPM";"25143295,93";"2706703";"2833"
"Penedo";"2016";"FPM";"29275584,25";"2706703";"2833"
"Penedo";"2017";"FPM";"28345790,44";"2706703";"2833"
"Penedo";"2018";"FPM";"30359822,24";"2706703";"2833"
"Piaçabuçu";"2012";"FPM";"10347959,68";"2706802";"2835"
"Piaçabuçu";"2013";"FPM";"11121107,12";"2706802";"2835"
"Piaçabuçu";"2014";"FPM";"11772206,35";"2706802";"2835"
"Piaçabuçu";"2015";"FPM";"12571648,14";"2706802";"2835"
"Piaçabuçu";"2016";"FPM";"14637792,34";"2706802";"2835"
"Piaçabuçu";"2017";"FPM";"14172895,37";"2706802";"2835"
"Piaçabuçu";"2018";"FPM";"15179911,24";"2706802";"2835"
"Pilar";"2012";"FPM";"13797279,49";"2706901";"2837"
"Pilar";"2013";"FPM";"14828142,61";"2706901";"2837"
"Pilar";"2014";"FPM";"15696275,04";"2706901";"2837"
"Pilar";"2015";"FPM";"16762197,36";"2706901";"2837"
"Pilar";"2016";"FPM";"19517056,30";"2706901";"2837"
"Pilar";"2017";"FPM";"18897193,73";"2706901";"2837"
"Pilar";"2018";"FPM";"20239881,58";"2706901";"2837"
"Pindoba";"2012";"FPM";"5173980,00";"2707008";"2839"
"Pindoba";"2013";"FPM";"5560553,63";"2707008";"2839"
"Pindoba";"2014";"FPM";"5886103,32";"2707008";"2839"
"Pindoba";"2015";"FPM";"6285824,26";"2707008";"2839"
"Pindoba";"2016";"FPM";"7318896,32";"2707008";"2839"
"Pindoba";"2017";"FPM";"7086447,83";"2707008";"2839"
"Pindoba";"2018";"FPM";"7589955,76";"2707008";"2839"
"Piranhas";"2012";"FPM";"10347959,68";"2707107";"2841"
"Piranhas";"2013";"FPM";"11121107,12";"2707107";"2841"
"Piranhas";"2014";"FPM";"13734240,68";"2707107";"2841"
"Piranhas";"2015";"FPM";"14666922,78";"2707107";"2841"
"Piranhas";"2016";"FPM";"17077424,30";"2707107";"2841"
"Piranhas";"2017";"FPM";"16535044,56";"2707107";"2841"
"Piranhas";"2018";"FPM";"17709896,41";"2707107";"2841"
"Poço das Trincheiras";"2012";"FPM";"8623299,86";"2707206";"2843"
"Poço das Trincheiras";"2013";"FPM";"9267589,32";"2707206";"2843"
"Poço das Trincheiras";"2014";"FPM";"9810172,04";"2707206";"2843"
"Poço das Trincheiras";"2015";"FPM";"10476373,48";"2707206";"2843"
"Poço das Trincheiras";"2016";"FPM";"12198160,36";"2707206";"2843"
"Poço das Trincheiras";"2017";"FPM";"11810746,13";"2707206";"2843"
"Poço das Trincheiras";"2018";"FPM";"12649926,08";"2707206";"2843"
"Porto Calvo";"2012";"FPM";"12072619,59";"2707305";"2845"
"Porto Calvo";"2013";"FPM";"12974624,90";"2707305";"2845"
"Porto Calvo";"2014";"FPM";"13734240,68";"2707305";"2845"
"Porto Calvo";"2015";"FPM";"14666922,78";"2707305";"2845"
"Porto Calvo";"2016";"FPM";"17077424,30";"2707305";"2845"
"Porto Calvo";"2017";"FPM";"16535044,56";"2707305";"2845"
"Porto Calvo";"2018";"FPM";"17709896,41";"2707305";"2845"
"Porto de Pedras";"2012";"FPM";"5173980,00";"2707404";"2847"
"Porto de Pedras";"2013";"FPM";"5560553,63";"2707404";"2847"
"Porto de Pedras";"2014";"FPM";"5886103,32";"2707404";"2847"
"Porto de Pedras";"2015";"FPM";"6285824,26";"2707404";"2847"
"Porto de Pedras";"2016";"FPM";"7318896,32";"2707404";"2847"
"Porto de Pedras";"2017";"FPM";"7086447,83";"2707404";"2847"
"Porto de Pedras";"2018";"FPM";"7589955,76";"2707404";"2847"
"Porto Real do Colégio";"2012";"FPM";"10347959,68";"2707503";"2849"
"Porto Real do Colégio";"2013";"FPM";"11121107,12";"2707503";"2849"
"Porto Real do Colégio";"2014";"FPM";"11772206,35";"2707503";"2849"
"Porto Real do Colégio";"2015";"FPM";"12571648,14";"2707503";"2849"
"Porto Real do Colégio";"2016";"FPM";"14637792,34";"2707503";"2849"
"Porto Real do Colégio";"2017";"FPM";"14172895,37";"2707503";"2849"
"Porto Real do Colégio";"2018";"FPM";"15179911,24";"2707503";"2849"
"Quebrangulo";"2012";"FPM";"6898639,92";"2707602";"2851"
"Quebrangulo";"2013";"FPM";"7414071,55";"2707602";"2851"
"Quebrangulo";"2014";"FPM";"7848137,63";"2707602";"2851"
"Quebrangulo";"2015";"FPM";"8381098,81";"2707602";"2851"
"Quebrangulo";"2016";"FPM";"9758528,36";"2707602";"2851"
"Quebrangulo";"2017";"FPM";"9448597,00";"2707602";"2851"
"Quebrangulo";"2018";"FPM";"10119940,96";"2707602";"2851"
"Rio Largo";"2012";"FPM";"20695919,10";"2707701";"2853"
"Rio Largo";"2013";"FPM";"22242213,91";"2707701";"2853"
"Rio Largo";"2014";"FPM";"25506446,68";"2707701";"2853"
"Rio Largo";"2015";"FPM";"27238570,52";"2707701";"2853"
"Rio Largo";"2016";"FPM";"31715216,33";"2707701";"2853"
"Rio Largo";"2017";"FPM";"30707939,59";"2707701";"2853"
"Rio Largo";"2018";"FPM";"32889807,41";"2707701";"2853"
"Roteiro";"2012";"FPM";"5173980,00";"2707800";"2855"
"Roteiro";"2013";"FPM";"5560553,63";"2707800";"2855"
"Roteiro";"2014";"FPM";"5886103,32";"2707800";"2855"
"Roteiro";"2015";"FPM";"6285824,26";"2707800";"2855"
"Roteiro";"2016";"FPM";"7318896,32";"2707800";"2855"
"Roteiro";"2017";"FPM";"7086447,83";"2707800";"2855"
"Roteiro";"2018";"FPM";"7589955,76";"2707800";"2855"
"Santa Luzia do Norte";"2012";"FPM";"5173980,00";"2707909";"2857"
"Santa Luzia do Norte";"2013";"FPM";"5560553,63";"2707909";"2857"
"Santa Luzia do Norte";"2014";"FPM";"5886103,32";"2707909";"2857"
"Santa Luzia do Norte";"2015";"FPM";"6285824,26";"2707909";"2857"
"Santa Luzia do Norte";"2016";"FPM";"7318896,32";"2707909";"2857"
"Santa Luzia do Norte";"2017";"FPM";"7086447,83";"2707909";"2857"
"Santa Luzia do Norte";"2018";"FPM";"7589955,76";"2707909";"2857"
"Santana do Ipanema";"2012";"FPM";"17246599,27";"2708006";"2859"
"Santana do Ipanema";"2013";"FPM";"18535178,34";"2708006";"2859"
"Santana do Ipanema";"2014";"FPM";"19620343,76";"2708006";"2859"
"Santana do Ipanema";"2015";"FPM";"20952746,64";"2708006";"2859"
"Santana do Ipanema";"2016";"FPM";"24396320,35";"2708006";"2859"
"Santana do Ipanema";"2017";"FPM";"23621492,06";"2708006";"2859"
"Santana do Ipanema";"2018";"FPM";"25299851,87";"2708006";"2859"
"Santana do Mundaú";"2012";"FPM";"6898639,92";"2708105";"2861"
"Santana do Mundaú";"2013";"FPM";"7414071,55";"2708105";"2861"
"Santana do Mundaú";"2014";"FPM";"7848137,63";"2708105";"2861"
"Santana do Mundaú";"2015";"FPM";"8381098,81";"2708105";"2861"
"Santana do Mundaú";"2016";"FPM";"9758528,36";"2708105";"2861"
"Santana do Mundaú";"2017";"FPM";"9448597,00";"2708105";"2861"
"Santana do Mundaú";"2018";"FPM";"10119940,96";"2708105";"2861"
"São Brás";"2012";"FPM";"5173980,00";"2708204";"2863"
"São Brás";"2013";"FPM";"5560553,63";"2708204";"2863"
"São Brás";"2014";"FPM";"5886103,32";"2708204";"2863"
"São Brás";"2015";"FPM";"6285824,26";"2708204";"2863"
"São Brás";"2016";"FPM";"7318896,32";"2708204";"2863"
"São Brás";"2017";"FPM";"7086447,83";"2708204";"2863"
"São Brás";"2018";"FPM";"7589955,76";"2708204";"2863"
"São José da Laje";"2012";"FPM";"10347959,68";"2708303";"2865"
"São José da Laje";"2013";"FPM";"11121107,12";"2708303";"2865"
